episode,minibatches,minibatches_possible,first_mb_kl,policy_loss,value_loss,mean_V,std_V,std_barrier,lyap_penalty,dynamics_loss,barrier_loss,approx_kl,clip_fraction,mean_std,mean_raw_log_std,mean_abs_action,alpha
64,18,24,1.0710209608078003e-08,0.00017549821899996864,17.798165321350098,0.3744701064295239,0.07549524224466747,0.3028689705663257,0.024954240769147873,1.4215707646475897,1.306477791733212,0.021601578699321382,0.2122395841611756,0.2721320970190896,0.20204282883140776,0.09747420334153706,0.3743978389823812
66,12,24,8.847564458847046e-09,0.005602432628317426,20.290491024653118,0.39093487709760666,0.08441443989674251,0.30095547437667847,0.023786645537863176,1.4400441348552704,1.287301282087962,0.02252062887419015,0.23430989558498064,0.2742870052655538,0.20569747065504393,0.12867442518472672,0.3630780547701013
68,18,24,9.546056389808655e-09,0.003670289698574278,18.182879553900825,0.38549596071243286,0.07228315994143486,0.2516249211298095,0.02557039726525545,1.4632734457651775,1.019468989637163,0.02270598641027593,0.23116319543785518,0.27611622711022693,0.2087801918387413,0.10820405392183198,0.3521005201684521
70,12,24,1.0710209608078003e-08,-0.0022487602351854243,21.978032032648724,0.4110412076115608,0.07882809887329738,0.2914196227987607,0.021783158493538696,1.433534413576126,1.5661246180534363,0.020966119210546214,0.22226562475164732,0.2781636118888855,0.21221192553639412,0.11915223797162373,0.3414548873833602
72,18,24,9.546056389808655e-09,-0.009521917709207628,22.475901391771103,0.3674326605266995,0.06826237878865665,0.2717491173081928,0.024850327521562576,1.406820383336809,1.3551077047983806,0.0184014773565448,0.19839409723257026,0.2800484597682953,0.21535197728210026,0.10632974406083424,0.3311311214825911
74,12,24,8.149072527885437e-09,0.004692108137533069,19.21509623527527,0.3945292457938194,0.07373873330652714,0.31980205078919727,0.02588080707937479,1.4051612516244252,1.6450035969416301,0.022113821061793715,0.23118489608168602,0.2819216772913933,0.21845746785402298,0.1240423774967591,0.32111949093648223
76,24,24,1.257285475730896e-08,-0.006736907719944914,17.89317325750987,0.3681935618321101,0.07843274685243766,0.3050696402788162,0.024658328310276072,1.4334594110647838,1.4488919029633205,0.017313492072086472,0.19934895914047956,0.28388327235976857,0.22169019716481367,0.1517950240522623,0.31141055844467586
78,24,24,9.778887033462524e-09,0.0017765616503311321,13.890355388323465,0.353848360478878,0.0791692075630029,0.2929857410490513,0.025464202898244064,1.4346402535835903,1.2188188085953395,0.021864569881775726,0.2401367196192344,0.28641654426852864,0.2258395409832398,0.14240207336843014,0.3019951720402015
80,24,24,7.683411240577698e-09,-0.009221608090835312,18.780719995498657,0.3560977516074975,0.07286457034448783,0.29761653393507004,0.025778440680975716,1.4199628978967667,1.2659318099419277,0.016019357834011316,0.17477213653425375,0.2889338930447896,0.22993458807468414,0.15115232641498247,0.2928644564625236
82,24,24,1.0477378964424133e-08,-0.007022674172427894,12.715737501780191,0.3919804481168588,0.0758950902769963,0.27764148886005086,0.024800355080515146,1.464321568608284,1.3123589307069778,0.018882513608938705,0.18466796912252903,0.2914632571240266,0.2340218828370174,0.1560925766825676,0.28400980479142146
84,24,24,6.05359673500061e-09,-0.0019774443935602903,12.551752587159475,0.36283155033985776,0.08297256038834651,0.28404867152373,0.026942507674296696,1.4210382004578908,1.335793524980545,0.01754291627245645,0.21731770845750967,0.2939782924950123,0.23805801508327326,0.17326863606770834,0.27542287033381646
86,24,24,7.2177499532699585e-09,-0.012650135555304587,18.546409289042156,0.36587414021293324,0.07367285837729771,0.2601759359240532,0.025796741247177124,1.443017487724622,1.2090065330266953,0.013369560256251134,0.16363932254413763,0.2963436357676983,0.2418283031632503,0.160626120865345,0.2670955587558985
88,24,24,6.752088665962219e-09,-0.00920586776919663,12.925276716550192,0.3641432945926984,0.07576976157724857,0.26934947321812314,0.023411091494684417,1.4341444621483486,1.1631750588615735,0.017991358850849792,0.18704427080228925,0.29888951157530147,0.2458611372858286,0.16440971195697784,0.2590200204531323
90,24,24,1.3737007975578308e-08,-0.0033275579723219075,12.52864271402359,0.4177151545882225,0.0729484437033534,0.25424586174388725,0.027054657228291035,1.4635050296783447,1.2104579905668895,0.019295736264515046,0.21516927145421505,0.30144477759798366,0.24988136564691862,0.1639052809526523,0.2511886431509582
92,24,24,9.778887033462524e-09,-0.007708862811947863,16.389588753382366,0.39554841071367264,0.07690606235216062,0.2348351782808701,0.02663177119878431,1.451753815015157,1.2361280620098114,0.015766428812639788,0.1903971362238129,0.3039991818368435,0.2538750966389974,0.1362677300348878,0.24359404472920265
94,12,24,8.149072527885437e-09,0.009277537309875091,22.935850381851196,0.41934507588545483,0.09327657024065654,0.2561429813504219,0.026869729937364657,1.458114206790924,1.2296503782272339,0.023470547147250425,0.2529947931567828,0.3057481000820796,0.25659579783678055,0.16212281212210655,0.2362290662634461
96,24,24,1.1408701539039612e-08,-0.0020935149708141885,16.776484966278076,0.43946808328231174,0.08637259683261315,0.29830672467748326,0.026272882086535294,1.476848344008128,1.300054594874382,0.022135600806601968,0.22952474001795053,0.3072129376232624,0.2588651093343894,0.20343173978229365,0.22908676527677732
98,12,24,6.05359673500061e-09,0.01024990746130546,43.867710749308266,0.46586990853150684,0.06435264553874731,0.2646148627003034,0.024085163449247677,1.5179516474405925,1.1143102049827576,0.025435731397010386,0.2214843767384688,0.30905889968077344,0.26171398162841797,0.20482561737298965,0.22216040919558114
100,12,24,6.984919309616089e-09,0.0035541298954437175,27.495441198349,0.5807753130793571,0.09146637159089248,0.21893253549933434,0.02664936240762472,1.4158934354782104,0.5434455660482248,0.02351747938276579,0.2266927088300387,0.31021561473608017,0.2634921794136365,0.23029842848579088,0.21544346900318836
102,24,24,1.234002411365509e-08,-0.001269597101781983,21.011250893274944,0.45003024737040204,0.07390650842959683,0.16360085209210715,0.02275525025712947,1.2142619242270787,0.11602080582330625,0.017377405243072037,0.20970052108168602,0.31155334040522575,0.2655416193107764,0.22953691085179648,0.20892961308540403
104,18,24,1.0011717677116394e-08,0.0020541836210112604,12.875536733203464,0.39042408267656964,0.09454845968219969,0.11631609209709698,0.02230857116066747,0.9994761215315925,0.0580959003418684,0.02258587252193441,0.21193576397167313,0.31328511900371975,0.26818472312556374,0.21781222936179903,0.20261270126211436
106,18,24,1.210719347000122e-08,-0.0025746342208650378,12.809151861402723,0.49687982102235156,0.08640860890348752,0.1114541341861089,0.023280600499775674,0.9156681597232819,0.03592080653955539,0.020581349937452212,0.23658854266007742,0.3147330383459727,0.2703865451945199,0.16454313198725382,0.19648677899934683
108,24,24,6.984919309616089e-09,-0.014652178778002659,15.620864510536194,0.5317335923512777,0.08211709822838505,0.10445680034657319,0.02325067079315583,0.8147478227814039,0.03747480323848625,0.01515644439011036,0.15670572935293117,0.31654633209109306,0.27313344180583954,0.20656821566323438,0.19054607179632474
110,12,24,8.847564458847046e-09,0.021734825645883877,42.67880153656006,0.4899885356426239,0.05024068740506967,0.07703861904640992,0.022418207644174497,0.7021356423695883,0.05253909559299549,0.03329780197236687,0.21458333482344946,0.31809308131535846,0.2754675770799319,0.2021395849684874,0.18478497974222916
112,24,24,1.0943040251731873e-08,-0.005010338080561875,28.04228373368581,0.3984865906337897,0.06676701332132022,0.09169748580704133,0.019768708075086277,0.6663315817713737,0.043001244155069195,0.01997691366705112,0.21943359449505806,0.3197067740062873,0.27789261440436047,0.21723041062553725,0.17919807223753334
114,24,24,7.450580596923828e-09,-0.008704633684828877,14.286443511644999,0.43487246955434483,0.0666165268048644,0.10098875189820926,0.02015912827725212,0.6086735079685847,0.04546231652299563,0.013980617397464812,0.1260416672254602,0.3218927172323068,0.2811635372539361,0.2695906460285187,0.1737800828749375
116,24,24,1.0244548320770264e-08,0.0012940478045493364,10.57480764389038,0.4641323822240035,0.08763118631516893,0.1124283280223608,0.023576604900881648,0.5675337538123131,0.04097945134465893,0.019635454441110294,0.22539062549670538,0.32381655151645344,0.28402910257379216,0.28917604063947994,0.16852590447507512
118,18,24,7.450580596923828e-09,0.005935147378800644,15.429896036783854,0.4787730458709929,0.09252973687317637,0.11702611049016316,0.029326771075526874,0.6057926085260179,0.05194012593064043,0.024715789024614625,0.24848090443346235,0.32514054079850513,0.285995172129737,0.2516377601358626,0.16343058427231374
120,24,24,6.984919309616089e-09,0.00826718817309787,17.28735415140788,0.42020722726980847,0.06903686219205458,0.10358476918190718,0.021038083747650187,0.48960500458876294,0.04417608476554354,0.02540114294970408,0.2545572929084301,0.32640302553772926,0.2878634085257848,0.2756911690036456,0.1584893192461113
122,18,24,6.28642737865448e-09,-0.007952173085262379,18.011830435858833,0.38848118484020233,0.09772966222630607,0.13383740766180885,0.021677244765063126,0.48986760444111294,0.05033629263440768,0.021333177768004436,0.2228732630610466,0.32817825343873763,0.290481824013922,0.26175248871246976,0.15369745159352716
124,24,24,1.0011717677116394e-08,-0.0013254415825940669,16.13098971048991,0.4842604584991932,0.12017348160346349,0.11429810834427674,0.024978311577190954,0.415546262015899,0.030358622083440423,0.016501578259825084,0.18727213641007742,0.32994750887155533,0.2930804875989755,0.2689978734900554,0.14905046433861957
126,18,24,1.0943040251731873e-08,-0.0014105291726688545,13.042192724015978,0.5195907602707545,0.07004469840062989,0.0880174698928992,0.02531934239798122,0.4432947072717879,0.040591857499546476,0.026989176591289125,0.23723958432674408,0.33189184135860866,0.29592525793446434,0.20884831332498127,0.14454397707459282
128,24,24,1.1641532182693481e-08,-0.0076573623809963465,13.915473580360413,0.45441508789857227,0.07387241783241431,0.08877257847537597,0.02185840959039827,0.40607308223843575,0.03364228053639332,0.019113789673914045,0.18460286501795053,0.3332538927594821,0.2979107437034448,0.2778777790566285,0.140173741834677
130,16,24,1.1408701539039612e-08,-0.006259941263124347,17.145777344703674,0.48947635293006897,0.07071051513776183,0.07610099390149117,0.020858765579760075,0.35173957981169224,0.03341396094765514,0.03564836870646104,0.16176757775247097,0.33457672223448753,0.29983335360884666,0.2042074417695403,0.13593563908785256
132,24,24,1.0011717677116394e-08,-0.005824822699651122,13.691215296586355,0.4520208189884822,0.09776351569841306,0.07863427481303613,0.021513871072481077,0.3641900730629762,0.027987555290261906,0.015522020539113631,0.1735026054084301,0.3360136114060879,0.3019152308503787,0.24947472351292768,0.1318256738556407
134,24,24,9.778887033462524e-09,-0.01065323686634656,12.811684449513754,0.42121510207653046,0.0840509853636225,0.08886065861831109,0.020449875465904672,0.357990858455499,0.03364333906210959,0.01719425487681292,0.17682291815678278,0.3374810107052326,0.3040350303053856,0.2868473567068577,0.12783997194630237
136,24,24,6.05359673500061e-09,-0.004168472485616803,20.946744203567505,0.5004989790419737,0.06502908545856674,0.08810966120411952,0.023506607161834836,0.36521438136696815,0.0349945358466357,0.024955420425006498,0.20498046837747097,0.33910862108071643,0.3063770532608032,0.2819885003070037,0.12397477630289444
138,12,24,1.1641532182693481e-08,-0.00025236195263763267,16.45410148302714,0.5495352745056152,0.056525409842530884,0.09603168008228143,0.024586194194853306,0.361394298573335,0.04604855521271626,0.021265927896214027,0.1787109375,0.3406451418995857,0.30858025203148526,0.33210450659195584,0.12022644346174129
140,24,24,1.0477378964424133e-08,-0.008007014053873718,19.258287986119587,0.42003001645207405,0.060962554377814136,0.10263461619615555,0.023559959372505546,0.37596077596147853,0.040388436832775675,0.023300106743893895,0.22968750012417635,0.3420180988808473,0.31054331610600155,0.3178307389219602,0.1165914401179831
142,12,24,1.1874362826347351e-08,0.015150037174559353,19.624060074488323,0.41184574365615845,0.060221441090106964,0.09884115556875865,0.021849847088257473,0.36356231321891147,0.04068967793136835,0.03756515660400813,0.20898437624176344,0.3429464374979337,0.3118679076433182,0.3230327442288399,0.11306633979496389
144,24,24,1.0943040251731873e-08,-0.007370854475690673,15.234920422236124,0.37438661480943364,0.09324777591973543,0.10321853620310624,0.02414692596842845,0.30758222937583923,0.028146460962792236,0.014138725285495942,0.1618489595130086,0.3437775522470474,0.3130517639219761,0.36622800678014755,0.10964781961431848
146,24,24,1.1874362826347351e-08,-0.006523607133810098,18.853849411010742,0.3711431535581748,0.10233271991213162,0.11876223422586918,0.023873829438040655,0.3497225729127725,0.034056086326017976,0.021506391455962632,0.18388671924670538,0.3448975744346778,0.3146440510948499,0.3789248839020729,0.10633265716371611
148,24,24,1.0943040251731873e-08,-0.00015528189639250437,13.179748773574829,0.44513338431715965,0.10758433987696965,0.08520801768948634,0.02402634973016878,0.3337067825098832,0.03215252794325352,0.01685646084903662,0.1723958340783914,0.34586887806653976,0.3160202254851659,0.4097467561562856,0.10311772745930552
150,12,24,1.1874362826347351e-08,0.007699137243131797,21.916278918584187,0.48531599591175717,0.06718658407529195,0.09682417350510757,0.024877514379719894,0.3304869582255681,0.0397103630627195,0.04036600451217964,0.24368489533662796,0.34638049950202304,0.3167428920666377,0.36418259392182034,0.09999999999999999
152,12,24,1.4668330550193787e-08,0.0035889786668121815,47.80799961090088,0.48446816702683765,0.07214039005339146,0.09331446203092734,0.022455569977561634,0.35994387914737064,0.032257969956845045,0.03397217864403501,0.2652994816501935,0.34699787199497223,0.3176155264178912,0.34371498227119446,0.0969765359108249
154,12,24,1.0244548320770264e-08,0.008362106668452421,29.07787815729777,0.5095573042829832,0.06315199378877878,0.097550293430686,0.02250188138956825,0.31743821998437244,0.039024644531309605,0.02413420092004041,0.18613281349341074,0.3476729194323222,0.3185683712363243,0.35236894090970355,0.09404448517263518
156,12,24,1.1408701539039612e-08,0.013489581334094206,18.83472951253255,0.46186664948860806,0.0780013141532739,0.11169340585668881,0.02468887468179067,0.3055596152941386,0.02910534789164861,0.030040666946054746,0.18190104141831398,0.3481722076733907,0.31927187244097394,0.36760835846265155,0.091201083935591
158,12,24,1.0011717677116394e-08,0.008712341465676824,18.533645391464233,0.42986780653397244,0.08794242019454639,0.09205670344332854,0.024414646594474714,0.29703209549188614,0.032883433159440756,0.029086002517336357,0.1826171875,0.3486052726705869,0.3198830708861351,0.3798820227384567,0.08844365191385996
160,12,24,9.778887033462524e-09,0.003445134653399388,17.279321988423664,0.5014287928740183,0.08641630659500758,0.08594674492875735,0.02306481854369243,0.24165474623441696,0.04065280066182216,0.028344548540189862,0.1979817704608043,0.3490814094742139,0.3205558930834134,0.3478420500953992,0.08576958985908943
162,24,24,1.0011717677116394e-08,0.010037593349503974,15.469232320785522,0.454417634755373,0.0704131736420095,0.09446435328572989,0.023211865142608683,0.2692501184840997,0.02996358779879908,0.02395654532786769,0.18792317683498064,0.34962965672214824,0.3213289628426234,0.36315685386459035,0.08317637711026711
164,6,24,7.683411240577698e-09,0.020720876442889374,21.90832297007243,0.4400203923384349,0.07789464791615804,0.09823693086703618,0.025624773154656093,0.31016401449839276,0.03618463066716989,0.030693037784658372,0.23958333333333334,0.34998269379138947,0.32182592153549194,0.352627898255984,0.08066156921766134
166,12,24,9.313225746154785e-09,0.006258365542938312,25.84224573771159,0.46767398218313855,0.06535942107439041,0.08160239271819592,0.02421857261409362,0.2574353255331516,0.039133497358610235,0.0234736658167094,0.19368489707509676,0.35017893463373184,0.322101632754008,0.3421054482460022,0.07822279563860025
168,24,24,1.4668330550193787e-08,-0.009058561059646308,15.712684909502665,0.47237351164221764,0.07669698384900887,0.10001179824272792,0.02322422348273297,0.2736263529707988,0.033972730937724314,0.01833075629353213,0.18391927207509676,0.3505942225456238,0.32268564278880757,0.3286547251045704,0.0758577575029184
170,12,24,4.889443516731262e-09,0.011722177111854156,19.052879571914673,0.3770707647005717,0.07490972305337588,0.10325244007011254,0.022191541735082865,0.24503280594944954,0.04365227557718754,0.03774854073223347,0.3063151041666667,0.3510000978906949,0.32325634857018787,0.33580955614646274,0.07356422544596412
172,24,24,7.450580596923828e-09,-0.003985913547997673,25.561219930648804,0.3708356109758218,0.09417616948485374,0.123324202063183,0.021482708243032295,0.24794823241730532,0.041771075843522944,0.012996536199352704,0.154166666790843,0.35142529383301735,0.3238523565232754,0.3450082279741764,0.0713400375071256
174,24,24,1.0477378964424133e-08,-0.013733271916862577,31.502739508946735,0.4757312647998333,0.09238809843858083,0.09250961989164352,0.024201117844010394,0.25776972249150276,0.03126693113396565,0.024158072895564448,0.22008463678260645,0.3521874013046424,0.324918686101834,0.33384985104203224,0.06918309709189364
176,18,24,9.546056389808655e-09,0.007547453627921641,25.320690208011204,0.46660783555772567,0.08966688811779022,0.08538961037993431,0.021756599346796673,0.24744992785983616,0.03179353548006879,0.032183366478420794,0.18984375107619497,0.3530115071270201,0.3260723617341783,0.33719802896181744,0.06709137099554112
178,12,24,7.683411240577698e-09,0.004427770113882919,17.547014633814495,0.42980410158634186,0.05087512514243523,0.07096580260743697,0.021292108731965225,0.24578281988700232,0.03476030255357424,0.020790706505067647,0.16712239695092043,0.35346276064713794,0.3267034590244293,0.28961298118035,0.06506288748655571
180,12,24,1.4435499906539917e-08,0.00702555066285034,21.08148964246114,0.4544178197781245,0.05587961462636789,0.07927726395428181,0.021473019539068144,0.23688397308190665,0.035260244893531,0.022624299764477957,0.2215494786699613,0.35399428755044937,0.3274454176425934,0.2911536941925685,0.06309573444801932
182,6,24,1.1175870895385742e-08,0.019102488023539383,24.189740498860676,0.43341029683748883,0.09316546718279521,0.07815065607428551,0.02242694143205881,0.21713212380806604,0.031603374828894935,0.036559599451720715,0.2795572926600774,0.35442523161570233,0.3280470420916875,0.3338450988133748,0.06118805757518219
184,12,24,7.683411240577698e-09,-0.00275531403409938,15.617366552352905,0.47432734320561093,0.08617111792167027,0.1029062531888485,0.026419968499491613,0.26781054958701134,0.027894020701448124,0.020349475167070825,0.20305989682674408,0.3547422190507253,0.32848964879910153,0.35190778970718384,0.05933805862753282
186,12,24,6.752088665962219e-09,0.010705939028412104,10.599459807078043,0.4448136165738106,0.1070091078678767,0.12111829469601314,0.020899075083434582,0.2559860423207283,0.024053494135538738,0.028505857354806114,0.21516927083333334,0.35523298879464466,0.3291734258333842,0.3401338855425517,0.05754399373371569
188,18,24,9.313225746154785e-09,-0.004227607252283229,16.61011489232381,0.4148606624868181,0.0940873987144894,0.10977535487876998,0.023525538957781263,0.22769022153483498,0.03895929134968254,0.026123148958302207,0.23350694527228674,0.3557455042997996,0.3298865821626451,0.3623788009087245,0.05580417174769961
190,12,24,1.0477378964424133e-08,0.0035500283702276647,26.458055178324383,0.522883748014768,0.06886460445821285,0.08798388577997684,0.024725891494502623,0.24846394235889116,0.027644354850053787,0.02614428426992769,0.18854166753590107,0.3561076646049817,0.33039072155952454,0.3193668449918429,0.05411695265464637
192,12,24,7.916241884231567e-09,0.0012223453571399052,21.808370272318523,0.4975538030266762,0.06225692853331566,0.07727472732464473,0.02200038017084201,0.20674786840875944,0.03539629094302654,0.023809324523123603,0.22968750074505806,0.35651777933041257,0.3309619029362996,0.3442329540848732,0.052480746024977244
